No,Nose,Mid shoulder,Left Hand,Right Hand,Eyes,Minimum Distance
103,2440.28869846667,63.1021671164684,229.859204852759,1133.35205680949,1018.12,63.1021671164684
104,2532.26652296426,35.4149297473488,1400.67968862962,1424.33896309061,999.353,35.4149297473488
105,2984.58261052012,33.9725930578056,781.007065910907,1350.11250090384,1044.963,33.9725930578056
106,2964.56027617858,48.3491100982361,2033.63580750861,726.390803692521,1071,48.3491100982361
107,4305.84661854003,120.061901908242,2516.70256343951,370.553967104128,1045.81,120.061901908242
108,5580.11583011882,165.08448362141,202.482580525371,706.453535726644,1044.963,165.08448362141
109,2988.31244307489,146.540784927781,5896.92959521925,109.698344494919,976.947,109.698344494919
110,2661.61286261247,187.031477781719,865.137713312848,975.912144974642,976.947,187.031477781719
111,2871.17802614655,218.226171352445,1003.0212548349,589.305291924897,1022.054,218.226171352445
112,2449.81555582869,254.912321924463,1310.05567771149,465.218409128684,917.809,254.912321924463
113,4582.10675061947,494.463586689109,518.825023088702,1332.61557107987,976.947,494.463586689109
114,2865.804642276,153.323177744299,666.558897646143,302.648743859373,1124.55,153.323177744299
115,6895.10139084006,981.760549920771,2322.3336688444,1157.21921086943,1071,981.760549920771
116,12521.2896649334,2392.83016411155,4926.97706840881,3097.98816756103,1070.697,1070.697
117,9805.49260621014,1531.27564387008,3491.73937149201,2502.93125459176,1070.697,1070.697
118,6381.3046629407,965.876469571743,1693.73728944092,1881.5142211013,1022.318,965.876469571743
119,4349.63464457016,502.604783653328,915.610543593471,1176.83302901746,999.353,502.604783653328
120,2772.39802456441,257.590418600763,531.384467816149,716.234953600091,1021.264,257.590418600763
121,2141.49426885598,474.504873860959,707.551335178361,724.166927186456,1069.788,474.504873860959
122,2431.31777124015,306.697501281696,885.265401600048,295.371366626109,1019.95,295.371366626109
123,5075.24345125668,780.751453680114,1657.55582370307,1033.44596266151,1021.264,780.751453680114
124,7695.80632626011,970.436709801324,2161.38385741162,1284.27746813261,999.353,970.436709801324
125,2549.68671829334,206.738177302768,541.975682963337,216.358514243204,1045.81,206.738177302768
126,3082.39313603477,443.579281485658,1065.33721417919,368.143806119398,1044.963,368.143806119398
127,5460.04607820462,763.76899373618,1305.16730507233,867.715173541078,1045.81,763.76899373618
128,2192.82765043764,267.864406627032,710.923502360608,283.56671510423,1045.81,267.864406627032
129,2793.76243801251,309.042492547892,731.647886546045,430.18394497195,1045.81,309.042492547892
130,2821.21347284567,364.811346514302,789.772572423463,472.310153026909,1045.81,364.811346514302
131,3898.5406245791,433.547934677695,1148.29717562177,362.8926508996,1022.318,362.8926508996
132,5595.22862342644,1060.01902217579,2043.11026714537,1216.39747067087,1022.054,1022.054
133,3108.51123667431,374.7835765825,871.348461476888,440.950696162443,1046.093,374.7835765825
134,3710.66820833642,351.514384817096,1025.25778135467,305.466782524665,1046.093,305.466782524665
135,2476.52582238594,198.542641207863,707.486255442841,284.41432776516,1046.093,198.542641207863
136,2974.95386431074,234.942709171416,785.942724156047,288.588892191656,1022.318,234.942709171416
137,3271.00024454003,528.731434148305,821.597013982512,582.544940051671,1046.093,528.731434148305
138,4521.74758579862,402.24226724511,1177.74450050002,423.585237072933,1045.81,402.24226724511
139,3205.56613079757,337.762965062732,711.306865080993,443.414350629483,1045.81,337.762965062732
,3524.29822638525,401.648349523251,2430.07226826259,1573.60073090697,1005.69598561151,358.244613146096
